City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Annemarie Cox,Women,NED,Netherlands,W,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Viktor Reneyskiy,Men,URS,Soviet Union,M,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Victor Denisov,Men,URS,Soviet Union,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Vania Guecheva,Women,BUL,Bulgaria,W,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Ogniana Petkova,Women,BUL,Bulgaria,W,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Anke Nothnagel-von Seck,Women,GDR,East Germany,W,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Eva Rakusz,Women,HUN,Hungary,W,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Marek Dopierala,Men,POL,Poland,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Ramona Portwich,Women,GDR,East Germany,W,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Vania Guecheva,Women,BUL,Bulgaria,W,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Christopher Paul Mac Donald,Men,NZL,New Zealand,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Marek Lbik,Men,POL,Poland,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Ingo Spelly,Men,GDR,East Germany,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Erika Meszaros,Women,HUN,Hungary,W,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Philippe Renaud,Men,FRA,France,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Ian Gordon Ferguson,Men,NZL,New Zealand,M,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Jorg Schmidt,Men,GDR,East Germany,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Hans-jorg Bliesener,Men,GDR,East Germany,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Marek Dopierala,Men,POL,Poland,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Joel Bettin,Men,FRA,France,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Nikolai Juravschi,Men,URS,Soviet Union,M,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Martin Guerguiev Marinov,Men,BUL,Bulgaria,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Nikolai Petkov Bukhalov,Men,BUL,Bulgaria,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Sergei Kirsanov,Men,URS,Soviet Union,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Andreas Stahle,Men,GDR,East Germany,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Sandor Hodosi,Men,HUN,Hungary,M,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Diana Paliiska,Women,BUL,Bulgaria,W,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Annemarie Derckx,Women,NED,Netherlands,W,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Kelvin John Graham,Men,AUS,Australia,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Ferenc Csipes,Men,HUN,Hungary,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Borislava Ivanova-milkova,Women,BUL,Bulgaria,W,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Rita Koban,Women,HUN,Hungary,W,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),Grant Davies,Men,AUS,Australia,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Erika Geczi,Women,HUN,Hungary,W,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Andre Wohllebe,Men,GDR,East Germany,M,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Igor Nagaev,Men,URS,Soviet Union,M,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Olaf Heukrodt,Men,GDR,East Germany,M,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Izabela Dylewska,Women,POL,Poland,W,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,Andrzej Sypytkowski,Men,POL,Poland,M,Silver
Seoul,1988,Cycling,Cycling Road,team time trial,Bjorn Johansson,Men,SWE,Sweden,M,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,Marek Lesniewski,Men,POL,Poland,M,Silver
Seoul,1988,Cycling,Cycling Road,team time trial,Anders Jarl,Men,SWE,Sweden,M,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,Jan Schur,Men,GDR,East Germany,M,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,Maik Landsmann,Men,GDR,East Germany,M,Gold
Seoul,1988,Cycling,Cycling Road,individual road race,Bernd Grone,Men,FRG,West Germany,M,Silver
Seoul,1988,Cycling,Cycling Road,individual road race,Christian Henn,Men,FRG,West Germany,M,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,Jan Karlsson,Men,SWE,Sweden,M,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,Mario Kummer,Men,GDR,East Germany,M,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,Uwe Ampler,Men,GDR,East Germany,M,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,Zenon Jaskula,Men,POL,Poland,M,Silver
Seoul,1988,Cycling,Cycling Road,individual road race,Judith Niehaus,Women,FRG,West Germany,W,Silver
Seoul,1988,Cycling,Cycling Road,team time trial,Joachim Halupczok,Men,POL,Poland,M,Silver
Seoul,1988,Cycling,Cycling Road,individual road race,Olaf Ludwig,Men,GDR,East Germany,M,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,Michel Lafis,Men,SWE,Sweden,M,Bronze
Seoul,1988,Cycling,Cycling Road,individual road race,Laima Zilporyte,Women,URS,Soviet Union,W,Bronze
Seoul,1988,Cycling,Cycling Road,individual road race,Monique Knol,Women,NED,Netherlands,W,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Dirk Meier,Men,GDR,East Germany,M,Silver
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,Gintautas Umaras,Men,URS,Soviet Union,M,Gold
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,Dean Woods,Men,AUS,Australia,M,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Dmitri Nelyubin,Men,URS,Soviet Union,M,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Roland Hennig,Men,GDR,East Germany,M,Silver
Seoul,1988,Cycling,Cycling Track,Points Race,Leo Peelen,Men,NED,Netherlands,M,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Carsten Wolf,Men,GDR,East Germany,M,Silver
Seoul,1988,Cycling,Cycling Track,Points Race,Dan Frost,Men,DEN,Denmark,M,Gold
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,Bernd Dittert,Men,GDR,East Germany,M,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Steffen Blochwitz,Men,GDR,East Germany,M,Silver
Seoul,1988,Cycling,Cycling Track,Points Race,Marat Ganeev,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Arturas Kasputis,Men,URS,Soviet Union,M,Gold
Seoul,1988,Cycling,Cycling Track,1km time trial,Martin Vinnicombe,Men,AUS,Australia,M,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Vyacheslav Ekimov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Cycling,Cycling Track,sprint,Christa Luding,Women,GDR,East Germany,W,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Gintautas Umaras,Men,URS,Soviet Union,M,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Brett Dutton,Men,AUS,Australia,M,Bronze
Seoul,1988,Cycling,Cycling Track,Sprint indivual,Garry Malcolm Neiwand,Men,AUS,Australia,M,Bronze
Seoul,1988,Cycling,Cycling Track,1km time trial,Robert Lechner,Men,FRG,West Germany,M,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Wayne Mccarney,Men,AUS,Australia,M,Bronze
Seoul,1988,Cycling,Cycling Track,sprint,Erika Salumae,Women,URS,Soviet Union,W,Gold
Seoul,1988,Cycling,Cycling Track,Sprint indivual,Nikolai Kovsh,Men,URS,Soviet Union,M,Silver
Seoul,1988,Cycling,Cycling Track,1km time trial,Aleksandr Kirichenko,Men,URS,Soviet Union,M,Gold
Seoul,1988,Cycling,Cycling Track,Sprint indivual,Lutz Hesslich,Men,GDR,East Germany,M,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Stephen John Mcglede,Men,AUS,Australia,M,Bronze
Seoul,1988,Cycling,Cycling Track,sprint,Connie Paraskevin-young,Women,USA,United States,W,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Dean Woods,Men,AUS,Australia,M,Bronze
Seoul,1988,Equestrian,Dressage,team,Otto Josef Hofer,Men,SUI,Switzerland,X,Silver
Seoul,1988,Equestrian,Dressage,team,Monica Teodorescu,Women,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Dressage,team,Ashley Nicoll,Men,CAN,Canada,X,Bronze
Seoul,1988,Equestrian,Dressage,team,Samuel Schatzmann,Men,SUI,Switzerland,X,Silver
Seoul,1988,Equestrian,Dressage,team,Eva Maria Pracht,Women,CAN,Canada,X,Bronze
Seoul,1988,Equestrian,Dressage,team,Daniel Ramseier,Men,SUI,Switzerland,X,Silver
Seoul,1988,Equestrian,Dressage,team,Ann-kathrin Linsenhoff,Women,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Dressage,individual,Nicole Uphoff-becker,Women,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Dressage,team,Cynthia Margaret Neale-ishoy,Women,CAN,Canada,X,Bronze
Seoul,1988,Equestrian,Dressage,team,Nicole Uphoff-becker,Women,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Dressage,individual,Christine Stueckelberger,Women,SUI,Switzerland,X,Bronze
Seoul,1988,Equestrian,Dressage,team,Reiner Klimke,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Dressage,team,Christine Stueckelberger,Women,SUI,Switzerland,X,Silver
Seoul,1988,Equestrian,Dressage,team,Gina Smith,Women,CAN,Canada,X,Bronze
Seoul,1988,Equestrian,Dressage,individual,Margit Otto-crepin,Women,FRA,France,X,Silver
Seoul,1988,Equestrian,Eventing,team,Karen Straker,Women,GBR,United Kingdom,X,Silver
Seoul,1988,Equestrian,Eventing,team,Virginia Holgate-leng,Women,GBR,United Kingdom,X,Silver
Seoul,1988,Equestrian,Eventing,team,Claus Erhorn,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Eventing,team,Margaret Knighton,Women,NZL,New Zealand,X,Bronze
Seoul,1988,Equestrian,Eventing,team,Mark Todd,Men,NZL,New Zealand,X,Bronze
Seoul,1988,Equestrian,Eventing,team,Andrew Bennie,Men,NZL,New Zealand,X,Bronze
Seoul,1988,Equestrian,Eventing,team,Matthias Andreas Baumann,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Eventing,individual,Ian Stark,Men,GBR,United Kingdom,X,Silver
Seoul,1988,Equestrian,Eventing,team,Tinks Pottinger,Women,NZL,New Zealand,X,Bronze
Seoul,1988,Equestrian,Eventing,team,Ian Stark,Men,GBR,United Kingdom,X,Silver
Seoul,1988,Equestrian,Eventing,team,Mark Anthony Peter Phillips,Men,GBR,United Kingdom,X,Silver
Seoul,1988,Equestrian,Eventing,individual,Mark Todd,Men,NZL,New Zealand,X,Gold
Seoul,1988,Equestrian,Eventing,individual,Virginia Holgate-leng,Women,GBR,United Kingdom,X,Bronze
Seoul,1988,Equestrian,Eventing,team,Ralf Ehrenbrink,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Eventing,team,Thies Kaspareit,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Jumping,team,Lisa Ann Jacquin,Women,USA,United States,X,Silver
Seoul,1988,Equestrian,Jumping,individual,Gregory Alan Best,Men,USA,United States,X,Silver
Seoul,1988,Equestrian,Jumping,team,Michel Robert,Men,FRA,France,X,Bronze
Seoul,1988,Equestrian,Jumping,team,Wolfgang Brinkmann,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Jumping,team,Frederic Cottier,Men,FRA,France,X,Bronze
Seoul,1988,Equestrian,Jumping,team,Franke Sloothaak,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Jumping,team,Gregory Alan Best,Men,USA,United States,X,Silver
Seoul,1988,Equestrian,Jumping,team,Pierre Durand Jr.,Men,FRA,France,X,Bronze
Seoul,1988,Equestrian,Jumping,team,Hubert Bourdy,Men,FRA,France,X,Bronze
Seoul,1988,Equestrian,Jumping,team,Ludger Beerbaum,Men,FRG,West Germany,X,Gold
Seoul,1988,Equestrian,Jumping,team,Anne Kindig Kursinski,Women,USA,United States,X,Silver
Seoul,1988,Equestrian,Jumping,individual,Pierre Durand Jr.,Men,FRA,France,X,Gold
Seoul,1988,Equestrian,Jumping,individual,Karsten Huck,Men,FRG,West Germany,X,Bronze
Seoul,1988,Equestrian,Jumping,team,Joseph Halpin Iv,Men,USA,United States,X,Silver
Seoul,1988,Equestrian,Jumping,team,Dirk Hafemeister,Men,FRG,West Germany,X,Gold
Seoul,1988,Fencing,Fencing,foil team,Vladimir Aptiaouri,Men,URS,Soviet Union,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Zsolt Ersek,Men,HUN,Hungary,M,Bronze
Seoul,1988,Fencing,Fencing,épée team,Elmar Borrmann,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Robert Gatai,Men,HUN,Hungary,M,Bronze
Seoul,1988,Fencing,Fencing,foil team,Ulrich Rainer Schreck,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,épée team,Alexander Pusch,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Gertrud Stefanek,Women,HUN,Hungary,W,Bronze
Seoul,1988,Fencing,Fencing,foil team,Matthias Gey,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,foil individual,Stefano Cerioni,Men,ITA,Italy,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Anvar Ibraguimov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Zita-eva Funkenhauser,Women,FRG,West Germany,W,Gold
Seoul,1988,Fencing,Fencing,foil team,Thomas Endres,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,sabre team,Ferdinando Meglio,Men,ITA,Italy,M,Bronze
Seoul,1988,Fencing,Fencing,épée individual,Arnd Rüdiger Schmitt,Men,FRG,West Germany,M,Gold
Seoul,1988,Fencing,Fencing,épée team,Vladimir Reznitchenko,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Fencing,Fencing,sabre team,Imre Bujdoso,Men,HUN,Hungary,M,Gold
Seoul,1988,Fencing,Fencing,épée team,Igor Tikhomirov,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Fencing,Fencing,foil team,Sabine Christiane Bau,Women,FRG,West Germany,W,Gold
Seoul,1988,Fencing,Fencing,sabre team,Marco Marin,Men,ITA,Italy,M,Bronze
Seoul,1988,Fencing,Fencing,foil team,Boris Koretski,Men,URS,Soviet Union,M,Gold
Seoul,1988,Fencing,Fencing,épée team,Andrei Chouvalov,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Fencing,Fencing,épée team,Arnd Rüdiger Schmitt,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Anette Klug,Women,FRG,West Germany,W,Gold
Seoul,1988,Fencing,Fencing,foil team,Ilgar Mamedov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Fencing,Fencing,foil individual,Aleksander Romankov,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Fencing,Fencing,sabre individual,Jean-francois Lamour,Men,FRA,France,M,Gold
Seoul,1988,Fencing,Fencing,sabre individual,Giovanni Scalzo,Men,ITA,Italy,M,Bronze
Seoul,1988,Fencing,Fencing,foil team,Katalin Tuschak,Women,HUN,Hungary,W,Bronze
Seoul,1988,Fencing,Fencing,épée team,Philippe Riboud,Men,FRA,France,M,Gold
Seoul,1988,Fencing,Fencing,sabre team,György Nebald,Men,HUN,Hungary,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Istvan Szelei,Men,HUN,Hungary,M,Bronze
Seoul,1988,Fencing,Fencing,foil team,Margherita Zalaffi,Women,ITA,Italy,W,Silver
Seoul,1988,Fencing,Fencing,sabre team,Gianfranco Dalla Barba,Men,ITA,Italy,M,Bronze
Seoul,1988,Fencing,Fencing,foil team,Zsuzsa Szocs,Women,HUN,Hungary,W,Bronze
Seoul,1988,Fencing,Fencing,épée team,Thomas Gerull,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,épée individual,Andrei Chouvalov,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Fencing,Fencing,sabre team,Giovanni Scalzo,Men,ITA,Italy,M,Bronze
Seoul,1988,Fencing,Fencing,épée team,Eric Srecki,Men,FRA,France,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Edit Kovacs,Women,HUN,Hungary,W,Bronze
Seoul,1988,Fencing,Fencing,foil individual,Anja Fichtel-mauritz,Women,FRG,West Germany,W,Gold
Seoul,1988,Fencing,Fencing,sabre team,Sergei Koryakin,Men,URS,Soviet Union,M,Silver
Seoul,1988,Fencing,Fencing,épée team,Pavel Kolobkov,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Fencing,Fencing,sabre team,Imre Gedovari,Men,HUN,Hungary,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Istvan Busa,Men,HUN,Hungary,M,Bronze
Seoul,1988,Fencing,Fencing,épée team,Jean-michel Henry,Men,FRA,France,M,Gold
Seoul,1988,Fencing,Fencing,épée team,Olivier Lenglet,Men,FRA,France,M,Gold
Seoul,1988,Fencing,Fencing,sabre team,Bence Szabo,Men,HUN,Hungary,M,Gold
Seoul,1988,Fencing,Fencing,sabre team,Andrei Alshan,Men,URS,Soviet Union,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Pal Szekeres,Men,HUN,Hungary,M,Bronze
Seoul,1988,Fencing,Fencing,sabre team,Gueorgui Pogossov,Men,URS,Soviet Union,M,Silver
Seoul,1988,Fencing,Fencing,sabre team,Sergei Mindirgasov,Men,URS,Soviet Union,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Christiane Weber,Women,FRG,West Germany,W,Gold
Seoul,1988,Fencing,Fencing,foil team,Zsuzsanna Janosi-nemeth,Women,HUN,Hungary,W,Bronze
Seoul,1988,Fencing,Fencing,épée team,Mikhail Tishko,Men,URS,Soviet Union,M,Bronze
Seoul,1988,Fencing,Fencing,foil individual,Sabine Christiane Bau,Women,FRG,West Germany,W,Silver
Seoul,1988,Fencing,Fencing,foil team,Aleksander Romankov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Dorina Vaccaroni,Women,ITA,Italy,W,Silver
Seoul,1988,Fencing,Fencing,foil individual,Udo Wagner,Men,GDR,East Germany,M,Silver
Seoul,1988,Fencing,Fencing,épée individual,Philippe Riboud,Men,FRA,France,M,Silver
Seoul,1988,Fencing,Fencing,épée team,Frederic Delpla,Men,FRA,France,M,Gold
Seoul,1988,Fencing,Fencing,foil team,Annapia Gandolfi,Women,ITA,Italy,W,Silver
Seoul,1988,Fencing,Fencing,sabre team,Massimo Cavaliere,Men,ITA,Italy,M,Bronze
Seoul,1988,Fencing,Fencing,foil team,Matthias Behr,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Lucia Traversa,Women,ITA,Italy,W,Silver
Seoul,1988,Fencing,Fencing,foil individual,Zita-eva Funkenhauser,Women,FRG,West Germany,W,Bronze
Seoul,1988,Fencing,Fencing,sabre individual,Janusz Olech,Men,POL,Poland,M,Silver
Seoul,1988,Fencing,Fencing,épée team,Volker Fischer,Men,FRG,West Germany,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Francesca Bortolozzi Borella,Women,ITA,Italy,W,Silver
Seoul,1988,Fencing,Fencing,sabre team,Laszlo Csongradi,Men,HUN,Hungary,M,Gold
Seoul,1988,Fencing,Fencing,sabre team,Mikhail Burtsev,Men,URS,Soviet Union,M,Silver
Seoul,1988,Fencing,Fencing,foil team,Anja Fichtel-mauritz,Women,FRG,West Germany,W,Gold
Seoul,1988,Fencing,Fencing,foil team,Thorsten Weidner,Men,FRG,West Germany,M,Silver
Seoul,1988,Football,Football,football,Igor Dobrovolski,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Jose Ferreira,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Dmitri Kharin,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Aloisio Alves,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Vladimir Tatarchuk,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Holger Fach,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Fritz Walter,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Aleksandr Borodyuk,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Yevgeni Yarovenko,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Jorge Luiz Andrade Da Silva,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Valdo Candido,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Sergei Gorlukovich,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Rudolf Bommer,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Thomas Horster,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Gunnar Sauer,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Joao Santos Batista,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Luiz Carlos Winck,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Claudio Andre Mergen Taffarel,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Aleksei Cherednik,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Yuri Savichev,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Viktor Losev,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Ralf Sievers,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Thomas Hassler,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Igor Ponomarev,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Arvidas Yanonis,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Jorge De Amorim Campos,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Aleksei Prudnikov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Jose Araujo,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Andre Cruz,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Wolfgang Funkel,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Iomar Nascimento,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Aleksei Mikhailichenko,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Oliver Reck,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Roland Grahammer,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Ricardo Raimundo,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Arminas Narbekovas,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Wolfram Wuttke,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Michael Schulz,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Uwe Kamps,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Edmar Bernardes Dos Santos,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Sergio Donizete Luiz,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Karlheinz Riedle,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Jose Roberto Bebeto,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Yevgeni Kuznetsov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Romario De Souza Faria,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Sergei Fokin,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Vadim Tishchenko,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Vladimir Lyutyi,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Frank Mill,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Hamilton De Souza,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Milton De Souza Filho,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Jurgen Klinsmann,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Gela Ketashvili,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Nelson Kerchner,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Christian Schreier,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Ademir Roque Kaefer,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Geovani Silva,Men,BRA,Brazil,M,Silver
Seoul,1988,Football,Football,football,Igor Sklyarov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Football,Football,football,Gerhard Kleppinger,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Olaf Janssen,Men,FRG,West Germany,M,Bronze
Seoul,1988,Football,Football,football,Armin Goertz,Men,FRG,West Germany,M,Bronze
Seoul,1988,Gymnastics,Artistic G.,parallel bars,Vladimir Artemov,Men,URS,Soviet Union,M,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,Toshiharu Sato,Men,JPN,Japan,M,Bronze
