City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Montreal,1976,Aquatics,Diving,3m springboard,Christa Köhler,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Diving,3m springboard,Aleksandr Kosenkov,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Aquatics,Diving,3m springboard,Philip George Boggs,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Diving,3m springboard,Giorgio Franco Cagnotto,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Diving,10m platform,Deborah Keplar Wilson,Women,USA,United States,W,Bronze
Montreal,1976,Aquatics,Diving,10m platform,Gregory Louganis,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Diving,10m platform,Elena Vaytsekhovskaya,Women,URS,Soviet Union,W,Gold
Montreal,1976,Aquatics,Diving,3m springboard,Cynthia Potter-mcingvale,Women,USA,United States,W,Bronze
Montreal,1976,Aquatics,Diving,10m platform,Klaus Dibiasi,Men,ITA,Italy,M,Gold
Montreal,1976,Aquatics,Diving,10m platform,Vladimir Aleinik,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Aquatics,Diving,10m platform,Ulrika Knape-lindbergh,Women,SWE,Sweden,W,Silver
Montreal,1976,Aquatics,Diving,3m springboard,Jennifer Kay Chandler,Women,USA,United States,W,Gold
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Shirley Farber Babashoff,Women,USA,United States,W,Gold
Montreal,1976,Aquatics,Swimming,400m freestyle,Timothy Andrew Shaw,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Petra Priemer,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,1500m freestyle,Stephen Holland,Men,AUS,Australia,M,Bronze
Montreal,1976,Aquatics,Swimming,400m individual medley,Andrei Smirnov,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Hannelore Anke,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,800m freestyle,Shirley Farber Babashoff,Women,USA,United States,W,Silver
Montreal,1976,Aquatics,Swimming,800m freestyle,Petra Thümer,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Rebecca Smith,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,200m backstroke,Peter Drake Rocca,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,400m freestyle,Brian Stuart Goodell,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,400m individual medley,Alexander Timothy Mckee,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Clayton Evans,Men,CAN,Canada,M,Silver
Montreal,1976,Aquatics,Swimming,200m freestyle,James Paul Montgomery,Men,USA,United States,M,Bronze
Montreal,1976,Aquatics,Swimming,100m butterfly,Matthew Haynes Vogel,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,100m backstroke,Roland Matthes,Men,GDR,East Germany,M,Bronze
Montreal,1976,Aquatics,Swimming,100m backstroke,John Phillips Naber,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,100m backstroke,Peter Drake Rocca,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Michael Kraus,Men,FRG,West Germany,M,Bronze
Montreal,1976,Aquatics,Swimming,200m freestyle,Enith Brigitha,Women,NED,Netherlands,W,Bronze
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,David Michael Dunne,Men,GBR,United Kingdom,M,Bronze
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,John Phillips Naber,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Claudia Hempel,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Gary Mac Donald,Men,CAN,Canada,M,Silver
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Andrei Bogdanov,Men,URS,Soviet Union,M,Silver
Montreal,1976,Aquatics,Swimming,100m butterfly,Gary Wayne Hall,Men,USA,United States,M,Bronze
Montreal,1976,Aquatics,Swimming,400m individual medley,Rebecca Smith,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,200m breaststroke,Marina Koshevaya,Women,URS,Soviet Union,W,Gold
Montreal,1976,Aquatics,Swimming,200m backstroke,Nancy Ellen Garapick,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,800m freestyle,Wendy Elizabeth Weinberg,Women,USA,United States,W,Bronze
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,James Paul Montgomery,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Vladimir Raskatov,Men,URS,Soviet Union,M,Silver
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Kornelia Ender,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Anne Elizabeth Jardin,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,100m breaststroke,Arvidas Yozaitis,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Camille Wright,Women,USA,United States,W,Silver
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Andrei Krylov,Men,URS,Soviet Union,M,Silver
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Gordon Hunter Downie,Men,GBR,United Kingdom,M,Bronze
Montreal,1976,Aquatics,Swimming,200m breaststroke,David Andrew Wilkie,Men,GBR,United Kingdom,M,Gold
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Kim Marie Peyton,Women,USA,United States,W,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,James Paul Montgomery,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,200m butterfly,Ulrike Tauber,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Barbara Lynny Clark,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Gail Amundrud,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,100m butterfly,Kornelia Ender,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,200m butterfly,Michael Lee Bruner,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,400m individual medley,Cheryl Gibson,Women,CAN,Canada,W,Silver
Montreal,1976,Aquatics,Swimming,200m backstroke,John Phillips Naber,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,200m freestyle,Kornelia Ender,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,100m butterfly,Wendy Lansbach Boglioli,Women,USA,United States,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Graham Smith,Men,CAN,Canada,M,Silver
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Matthew Haynes Vogel,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Susan Estelle Smith-sloan,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Wendy Cook-hogg,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,100m butterfly,Andrea Pollack,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,100m butterfly,Joseph Stuart Bottom,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,400m freestyle,Petra Thümer,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Ulrike Richter,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,200m freestyle,Bruce Macfarlane Furniss,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,100m breaststroke,Marina Koshevaya,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Aquatics,Swimming,200m butterfly,Steven Garrett Gregg,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Kornelia Ender,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Alan Mcclatchey,Men,GBR,United Kingdom,M,Bronze
Montreal,1976,Aquatics,Swimming,100m breaststroke,Lyubov Rusanova,Women,URS,Soviet Union,W,Silver
Montreal,1976,Aquatics,Swimming,400m individual medley,Rodney Strachan,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,400m freestyle,Vladimir Raskatov,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Aquatics,Swimming,400m individual medley,Ulrike Tauber,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,1500m freestyle,Brian Stuart Goodell,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Stephen Pickell,Men,CAN,Canada,M,Silver
Montreal,1976,Aquatics,Swimming,200m backstroke,Daniel Lee Harrigan,Men,USA,United States,M,Bronze
Montreal,1976,Aquatics,Swimming,200m butterfly,Rosemarie Kother-gabriel,Women,GDR,East Germany,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Andrea Pollack,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,100m freestyle,James Paul Montgomery,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,200m breaststroke,Marina Yurchenya,Women,URS,Soviet Union,W,Silver
Montreal,1976,Aquatics,Swimming,200m backstroke,Birgit Treiber,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,200m breaststroke,Lyubov Rusanova,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Wendy Lansbach Boglioli,Women,USA,United States,W,Gold
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Michael Lee Bruner,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Shirley Farber Babashoff,Women,USA,United States,W,Silver
Montreal,1976,Aquatics,Swimming,100m backstroke,Birgit Treiber,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,200m breaststroke,John Frederick Hencken,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,100m freestyle,Jack Jr.,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,200m butterfly,Andrea Pollack,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,100m freestyle,Enith Brigitha,Women,NED,Netherlands,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Laura Gail Siering,Women,USA,United States,W,Silver
Montreal,1976,Aquatics,Swimming,400m freestyle,Shirley Farber Babashoff,Women,USA,United States,W,Silver
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Sergei Koplyakov,Men,URS,Soviet Union,M,Silver
Montreal,1976,Aquatics,Swimming,200m breaststroke,Richard Phillip Jr. Colella,Men,USA,United States,M,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,John Phillips Naber,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,200m freestyle,Shirley Farber Babashoff,Women,USA,United States,W,Silver
Montreal,1976,Aquatics,Swimming,100m backstroke,Nancy Ellen Garapick,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Klaus Steinbach,Men,FRG,West Germany,M,Bronze
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Gillian Ann Sterkel,Women,USA,United States,W,Gold
Montreal,1976,Aquatics,Swimming,100m freestyle,Peter Nocke,Men,FRG,West Germany,M,Bronze
Montreal,1976,Aquatics,Swimming,200m butterfly,William Ronald Jr.,Men,USA,United States,M,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Peter Nocke,Men,FRG,West Germany,M,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,John Frederick Hencken,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,100m breaststroke,Hannelore Anke,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Andrea Pollack,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Walter Kusch,Men,FRG,West Germany,M,Bronze
Montreal,1976,Aquatics,Swimming,400m freestyle,Shannon Smith,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Robin Marie Corsiglia,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,100m backstroke,Ulrike Richter,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,1500m freestyle,Robert William Hackett,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,100m breaststroke,David Andrew Wilkie,Men,GBR,United Kingdom,M,Silver
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Brian Brinkley,Men,GBR,United Kingdom,M,Bronze
Montreal,1976,Aquatics,Swimming,100m breaststroke,John Frederick Hencken,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,200m freestyle,John Phillips Naber,Men,USA,United States,M,Silver
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Bruce Macfarlane Furniss,Men,USA,United States,M,Gold
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Linda Louise Jezek,Women,USA,United States,W,Silver
Montreal,1976,Aquatics,Swimming,100m freestyle,Petra Priemer,Women,GDR,East Germany,W,Silver
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Anne Elizabeth Jardin,Women,CAN,Canada,W,Bronze
Montreal,1976,Aquatics,Swimming,200m backstroke,Ulrike Richter,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Swimming,100m freestyle,Kornelia Ender,Women,GDR,East Germany,W,Gold
Montreal,1976,Aquatics,Water polo,water polo,Pieter De Zwarte,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Jan Evert Veer,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Evert Gerrit Kroon,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Gyorgy Horkai,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Luigi Castagnola,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Hans Smits,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Gijsbert (gijs) Stroboer,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Gabor Csapo,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Tibor Cservenyak,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Gyorgy Gerendas,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Antoon G.j. Buunk,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Attila Sudar,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Gyorgy Kenez,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Endre Molnar,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Alexander Boegschoten,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Laszlo Sarosi,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Marcello Del Duca,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Roldano Simeoni,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Alberto Alberani Samaritani,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Silvio Baracchini,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Umberto Panerai,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Sante Marsili,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Gianni De Magistris,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Ferenc Konrad,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Hendrik (rik) Toonen,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Riccardo De Magistris,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Istvan Szivos,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Nicolaas Landeweerd,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Tamas Farago,Men,HUN,Hungary,M,Gold
Montreal,1976,Aquatics,Water polo,water polo,Andries Hoepelman,Men,NED,Netherlands,M,Bronze
Montreal,1976,Aquatics,Water polo,water polo,Alessandro Ghibellini,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Vincenzo D,Men,ITA,Italy,M,Silver
Montreal,1976,Aquatics,Water polo,water polo,Hans Van Zeeland,Men,NED,Netherlands,M,Bronze
Montreal,1976,Archery,Archery,individual FITA round,Luann Marie Ryon,Women,USA,United States,W,Gold
Montreal,1976,Archery,Archery,individual FITA round,Darrell Owen Pace,Men,USA,United States,M,Gold
Montreal,1976,Archery,Archery,individual FITA round,Hiroshi Michinaga,Men,JPN,Japan,M,Silver
Montreal,1976,Archery,Archery,individual FITA round,Giancarlo Ferrari,Men,ITA,Italy,M,Bronze
Montreal,1976,Archery,Archery,individual FITA round,Zebiniso Rustamova,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Archery,Archery,individual FITA round,Valentina Kovpan,Women,URS,Soviet Union,W,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,Ellen Stropahl-streidt,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,Annegret Richter-irrgang,Women,FRG,West Germany,W,Silver
Montreal,1976,Athletics,Athletics,long jump,Arnie Robinson,Men,USA,United States,M,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Bernd Herrmann,Men,FRG,West Germany,M,Bronze
Montreal,1976,Athletics,Athletics,4x400m relay,Herman Ronald Frazier,Men,USA,United States,M,Gold
Montreal,1976,Athletics,Athletics,high jump,Rosemarie Witschas-ackermann,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,100m hurdles,Johanna Schaller-klier,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,400m,Alberto Juantorena,Men,CUB,Cuba,M,Gold
Montreal,1976,Athletics,Athletics,5000m,Klaus-peter Hildenbrand,Men,FRG,West Germany,M,Bronze
Montreal,1976,Athletics,Athletics,100m,Renate Stecher,Women,GDR,East Germany,W,Silver
Montreal,1976,Athletics,Athletics,4x100m relay,Steven Earl Riddick,Men,USA,United States,M,Gold
Montreal,1976,Athletics,Athletics,pentathlon,Christine Bodner-laser,Women,GDR,East Germany,W,Silver
Montreal,1976,Athletics,Athletics,long jump,Frank Wartenberg,Men,GDR,East Germany,M,Bronze
Montreal,1976,Athletics,Athletics,200m,Dwayne Eugene Evans,Men,USA,United States,M,Bronze
Montreal,1976,Athletics,Athletics,200m,Millard Frank Jr. Hampton,Men,USA,United States,M,Silver
Montreal,1976,Athletics,Athletics,hammer throw,Yuri Sedykh,Men,URS,Soviet Union,M,Gold
Montreal,1976,Athletics,Athletics,pentathlon,Burglinde Pollak,Women,GDR,East Germany,W,Bronze
Montreal,1976,Athletics,Athletics,decathlon,Nikolai Avilov,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Athletics,Athletics,high jump,Dwight Edwin Stones,Men,USA,United States,M,Bronze
Montreal,1976,Athletics,Athletics,800m,Richard Charles Wohlhuter,Men,USA,United States,M,Bronze
Montreal,1976,Athletics,Athletics,100m hurdles,Tatiana Anisimova,Women,URS,Soviet Union,W,Silver
Montreal,1976,Athletics,Athletics,800m,Tatiana Kazankina,Women,URS,Soviet Union,W,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Jan Werner,Men,POL,Poland,M,Silver
Montreal,1976,Athletics,Athletics,4x100m relay,Alexander Thieme,Men,GDR,East Germany,M,Silver
Montreal,1976,Athletics,Athletics,200m,Renate Stecher,Women,GDR,East Germany,W,Bronze
Montreal,1976,Athletics,Athletics,shot put,Aleksandr Baryshnikov,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Athletics,Athletics,high jump,Gregory Joy,Men,CAN,Canada,M,Silver
Montreal,1976,Athletics,Athletics,hammer throw,Anatoli Bondarchuk,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Athletics,Athletics,100m,Valery Borzov,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Athletics,Athletics,800m,Nikolina Chtereva,Women,BUL,Bulgaria,W,Silver
Montreal,1976,Athletics,Athletics,3000m steeplechase,Bronislaw Malinowski,Men,POL,Poland,M,Silver
Montreal,1976,Athletics,Athletics,1500m,Gunhild Hoffmeister,Women,GDR,East Germany,W,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,Sheila Rena Ingram,Women,USA,United States,W,Silver
Montreal,1976,Athletics,Athletics,triple jump,James A. Butts,Men,USA,United States,M,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,Maxwell Lander Parks,Men,USA,United States,M,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,Vera Anisimova,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Athletics,Athletics,discus throw,Wolfgang Schmidt,Men,GDR,East Germany,M,Silver
Montreal,1976,Athletics,Athletics,javelin throw,Kathryn Joan Schmidt,Women,USA,United States,W,Bronze
Montreal,1976,Athletics,Athletics,4x400m relay,Rosalyn Evette Bryant,Women,USA,United States,W,Silver
Montreal,1976,Athletics,Athletics,4x100m relay,Marlies Oelsner-göhr,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,1500m,Paul-heinz Wellmann,Men,FRG,West Germany,M,Bronze
Montreal,1976,Athletics,Athletics,discus throw,John Gates Powell,Men,USA,United States,M,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,Nadezhda Besfamilnaya,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Athletics,Athletics,4x400m relay,Ryszard Podlas,Men,POL,Poland,M,Silver
Montreal,1976,Athletics,Athletics,4x100m relay,Nikolai Kolesnikov,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Athletics,Athletics,1500m,John Walker,Men,NZL,New Zealand,M,Gold
Montreal,1976,Athletics,Athletics,800m,Elfi Zinn,Women,GDR,East Germany,W,Bronze
Montreal,1976,Athletics,Athletics,1500m,Tatiana Kazankina,Women,URS,Soviet Union,W,Gold
Montreal,1976,Athletics,Athletics,marathon,Waldemar Cierpinski,Men,GDR,East Germany,M,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Lothar Krieg,Men,FRG,West Germany,M,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,Carla Bodendorf,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,Jörg Pfeifer,Men,GDR,East Germany,M,Silver
Montreal,1976,Athletics,Athletics,800m,Ivo Van Damme,Men,BEL,Belgium,M,Silver
Montreal,1976,Athletics,Athletics,1500m,Ivo Van Damme,Men,BEL,Belgium,M,Silver
Montreal,1976,Athletics,Athletics,110m hurdles,Willie Davenport,Men,USA,United States,M,Bronze
Montreal,1976,Athletics,Athletics,20km walk,Daniel Bautista Rocha,Men,MEX,Mexico,M,Gold
Montreal,1976,Athletics,Athletics,discus throw,Evelin Schlaak-jahl,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,100m,Annegret Richter-irrgang,Women,FRG,West Germany,W,Gold
Montreal,1976,Athletics,Athletics,200m,Bärbel Eckert-wöckel,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Jerzy Pietrzyk,Men,POL,Poland,M,Silver
Montreal,1976,Athletics,Athletics,400m,Christina Brehmer-lathan,Women,GDR,East Germany,W,Silver
Montreal,1976,Athletics,Athletics,shot put,Ivanka Mikailova Christova-todorova,Women,BUL,Bulgaria,W,Gold
Montreal,1976,Athletics,Athletics,pentathlon,Siegrun Siegl,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Doris Maletzki,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,100m hurdles,Natalya Lebedeva,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Athletics,Athletics,decathlon,Guido Kratschmer,Men,FRG,West Germany,M,Silver
Montreal,1976,Athletics,Athletics,shot put,Udo Beyer,Men,GDR,East Germany,M,Gold
Montreal,1976,Athletics,Athletics,3000m steeplechase,Frank Baumgartl,Men,GDR,East Germany,M,Bronze
Montreal,1976,Athletics,Athletics,4x400m relay,Natalya Chistyakova-sokolova,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Athletics,Athletics,shot put,Yevgeni Mironov,Men,URS,Soviet Union,M,Silver
Montreal,1976,Athletics,Athletics,400m hurdles,Michael Lyle Shine,Men,USA,United States,M,Silver
Montreal,1976,Athletics,Athletics,400m hurdles,Edwin Moses,Men,USA,United States,M,Gold
Montreal,1976,Athletics,Athletics,decathlon,William Bruce Jenner,Men,USA,United States,M,Gold
Montreal,1976,Athletics,Athletics,3000m steeplechase,Anders Garderud,Men,SWE,Sweden,M,Gold
Montreal,1976,Athletics,Athletics,pole vault,Tadeusz Slusarski,Men,POL,Poland,M,Gold
Montreal,1976,Athletics,Athletics,long jump,Angela Voigt,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,Millard Frank Jr. Hampton,Men,USA,United States,M,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,Yuris Silovs,Men,URS,Soviet Union,M,Bronze
Montreal,1976,Athletics,Athletics,20km walk,Peter Frenkel,Men,GDR,East Germany,M,Bronze
Montreal,1976,Athletics,Athletics,100m,Donald Quarrie,Men,JAM,Jamaica,M,Silver
Montreal,1976,Athletics,Athletics,pole vault,David Luther Roberts,Men,USA,United States,M,Bronze
Montreal,1976,Athletics,Athletics,400m,Herman Ronald Frazier,Men,USA,United States,M,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,Inge Helten,Women,FRG,West Germany,W,Silver
Montreal,1976,Athletics,Athletics,triple jump,Viktor Saneev,Men,URS,Soviet Union,M,Gold
Montreal,1976,Athletics,Athletics,400m,Ellen Stropahl-streidt,Women,GDR,East Germany,W,Bronze
Montreal,1976,Athletics,Athletics,5000m,Lasse Viren,Men,FIN,Finland,M,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,Bärbel Eckert-wöckel,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Christina Brehmer-lathan,Women,GDR,East Germany,W,Gold
Montreal,1976,Athletics,Athletics,10000m,Lasse Viren,Men,FIN,Finland,M,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Zbigniew Jaremski,Men,POL,Poland,M,Silver
Montreal,1976,Athletics,Athletics,long jump,Randel Luvelle Williams,Men,USA,United States,M,Silver
Montreal,1976,Athletics,Athletics,4x100m relay,Klaus-dieter Kurrat,Men,GDR,East Germany,M,Silver
Montreal,1976,Athletics,Athletics,10000m,Brendan Foster,Men,GBR,United Kingdom,M,Bronze
Montreal,1976,Athletics,Athletics,javelin throw,Miklos Nemeth,Men,HUN,Hungary,M,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,Inta Klimovocha,Women,URS,Soviet Union,W,Bronze
Montreal,1976,Athletics,Athletics,marathon,Frank Charles Shorter,Men,USA,United States,M,Silver
